 Date__(UT)__HR:MN, , , hEcl-Lon,hEcl-Lat,      PlAng,  Tru_Anom,  App_Lon_Sun,
*******************************************************************************
$$SOE
 1916-Oct-01 00:00, , , 258.0437,  3.2140,   -0.01050,    5.4085,  206.3468920,
 1916-Nov-01 00:00, , , 268.0639,  2.0535,   -0.01021,   15.4946,  216.4234928,
 1916-Dec-01 00:00, , , 277.6744,  0.8794,   -0.00987,   25.1815,  226.1022920,
 1917-Jan-01 00:00, , , 287.4807, -0.3446,   -0.00948,   35.0708,  235.9845427,
 1917-Feb-01 00:00, , , 297.1312, -1.5392,   -0.00906,   44.7998,  245.7073436,
 1917-Mar-01 00:00, , , 305.6947, -2.5628,   -0.00865,   53.4229,  254.3263324,
 1917-Apr-01 00:00, , , 314.9910, -3.6069,   -0.00817,   62.7698,  263.6675661,
 1917-May-01 00:00, , , 323.7925, -4.5068,   -0.00770,   71.6019,  272.4929961,
 1917-Jun-01 00:00, , , 332.6805, -5.3062,   -0.00719,   80.4971,  281.3843795,
 1917-Jul-01 00:00, , , 341.0805, -5.9440,   -0.00668,   88.8808,  289.7682032,
 1917-Aug-01 00:00, , , 349.5555, -6.4579,   -0.00616,   97.3155,  298.2090996,
 1917-Sep-01 00:00, , , 357.8283, -6.8239,   -0.00563,  105.5265,  306.4343517,
 1917-Oct-01 00:00, , ,   5.6504, -7.0403,   -0.00511,  113.2768,  314.2021925,
 1917-Nov-01 00:00, , ,  13.5549, -7.1271,   -0.00458,  121.1015,  322.0466432,
 1917-Dec-01 00:00, , ,  21.0446, -7.0857,   -0.00406,  128.5125,  329.4787551,
 1918-Jan-01 00:00, , ,  28.6340, -6.9216,   -0.00351,  136.0243,  337.0130953,
 1918-Feb-01 00:00, , ,  36.0876, -6.6432,   -0.00297,  143.4045,  344.4196647,
 1918-Mar-01 00:00, , ,  42.7184, -6.3015,   -0.00248,  149.9720,  351.0169405,
 1918-Apr-01 00:00, , ,  49.9649, -5.8318,   -0.00194,  157.1547,  358.2379658,
 1918-May-01 00:00, , ,  56.9008, -5.2947,   -0.00142,  164.0374,    5.1620647,
